0.89,0.91,3.4051
0.86,0.74,3.1704
0.12,0.88,2.0076
0.52,0.39,2.1825
0.41,0.48,2.004
0.69,0.67,2.6928
0.47,0.12,1.6793
0.64,0,1.8867
0.12,0.44,1.6015
0.47,0.94,2.5478
0.59,0.39,2.1103
0.19,0.41,1.5688
0.14,0.14,1.327
0.82,0.95,3.1829
0.35,0.45,1.7985
0.76,0.07,2.1163
0.92,0.25,2.8399
0.25,0.43,1.766
1,0.54,3.2269
0.33,0.27,1.7101
0.78,0.78,3.0035
0.53,0.64,2.3762
0.02,0.17,1.2143
0.3,0.85,2.1604
0.69,0.42,2.5028
0.34,0.31,1.5988
0.91,0.91,3.3576
0.86,0.59,2.9356
0.59,0.13,1.8302
0.1,0.69,1.7693
0.59,0.58,2.4097
0.13,0.8,2.0089
0.18,0.18,1.3495
0.03,0.44,1.4079
0.1,0.6,1.6095
0.85,0.16,2.3851
0.79,0.27,2.5459
0.62,0.93,2.8099
0.91,0.19,2.694
0.81,0.22,2.4795
0.71,0.66,2.6985
0,0.55,1.5569
0.06,0.27,1.3518
0,0.86,1.9404
1,0.14,2.7498
0.79,0.82,3.0235
0.87,0.11,2.6251
0.25,0.97,2.2856
0.49,0.12,1.7231
0.06,0.47,1.5161
0.64,0.76,2.6454
0.17,0.95,2.1671
0.01,0.69,1.8894
0.31,0.22,1.6443
0.81,0.99,3.2438
0.3,0.13,1.441
0.19,0.69,1.907
0.18,0.25,1.4541
0.86,0.6,2.9042
0.64,0.73,2.6605
0.33,0.34,1.628
0.27,0.83,2.1631
0.45,0.03,1.651
0.18,1,2.2592
0.67,0.79,2.776
0.72,0.78,2.7886
0.62,0,1.883
0.84,0.3,2.6526
0.26,0.08,1.2798
0.71,0.83,2.7724
0.08,0.95,2.1352
0.21,0.72,1.8726
0.38,0.37,1.8977
0.45,0.82,2.2594
0.2,0.7,1.9116
0.83,0.99,3.2122
0.87,0.46,2.8226
0.38,0.16,1.5302
0.53,0.68,2.4495
0.84,0.66,3.0965
0.94,0.2,2.7857
0.93,0.49,3.0964
0.54,0.78,2.5558
0.61,0.85,2.7262
0.61,0.03,1.8361
0.07,0.05,1.1171
0.76,0.04,2.0458
0.56,0.95,2.7165
0.84,0.68,2.9933
0.25,0.53,1.8575
0.78,0.56,2.7408
0.87,0,2.4245
0.16,0.49,1.6452
0.32,0.55,2.036
0.5,0.84,2.4631
0.18,0.13,1.3208
0.56,0.63,2.347
0.11,0.12,1.199
0.1,0.57,1.6203
0.43,0.5,1.958
0.02,0.33,1.4084
0.87,0.38,2.625
0.85,0.52,2.8701
0.78,0.09,2.2675
0.64,0.25,2.1278
0.83,0.41,2.5928
0.94,0.71,3.2086
0.65,0.55,2.5124
0.99,0.05,2.7489
0.14,0.84,2.0222
0.4,0.67,2.1552
0.87,0.93,3.2412
0.16,0.76,1.9478
0.73,0.7,2.8314
0.71,0.52,2.5374
0.94,0.48,2.9817
0.53,0.48,2.1924
0.01,0.81,1.7682
0.14,0.82,1.9787
0.09,0.62,1.6818
0.84,0.75,3.1113
0.01,0.26,1.2512
0.35,0.86,2.3009
0.6,0.09,1.8515
0.09,0.27,1.3566
0.98,0.45,3.001
0.31,0.33,1.6285
0.15,0.31,1.4912
0.08,0.85,1.8504
0.14,0.06,1.2335
0.15,0.61,1.7394
0.14,0.78,1.9973
0.35,1,2.3678
0.03,0.84,1.8026
0.27,0.23,1.5065
0.57,0,1.8172
0.46,0.02,1.5279
1,0.63,3.2489
0.25,0.5,1.8772
0.64,0.3,2.2714
0.42,0.61,2.1683
0.11,0.07,1.202
0.46,0.98,2.5522
0.08,1,2.0728
0.05,0.61,1.7152
0.32,0.92,2.3061
0.13,1,2.0236
0.62,0.42,2.2526
0.38,0.86,2.3731
0.24,0.38,1.612
0.56,0.8,2.5182
0.26,0.06,1.2924
0.47,0.4,2.0094
0.42,0.75,2.3285
0.9,0.55,3.0306
0.17,0.23,1.4132
0.14,0.61,1.7099
0.02,0.37,1.3167
0.82,0.2,2.5658
0.9,0.15,2.6062
0.89,0.81,3.225
0.52,0.27,1.984
0.83,0.87,3.1844
0.73,0.95,3.1067
0.3,0.89,2.2597
0.52,0.44,2.0717
0.17,0.63,1.8668
0.55,0.55,2.2667
0.27,0.94,2.2617
0.36,0.99,2.516
0.96,0.37,2.9281
0.69,0.33,2.3254
0.92,0.23,2.7479
0.21,0.13,1.3596
0.25,0.47,1.7721
0.45,0.16,1.8529
0.46,0.2,1.7984
0.59,0.04,1.7768
1,0.52,3.2551
0.38,0.09,1.4674
0.28,0.93,2.2888
0.3,0.07,1.4579
0.68,0.33,2.2974
0.34,0.04,1.4249
0.12,0.42,1.5491
0.04,0.89,2.0124
0.88,0.21,2.5963
0.69,0.14,2.231
0.78,0.68,2.8784
0.59,0.15,1.9947
0.05,0.59,1.6055
0.8,0.4,2.6555
0.57,0.49,2.2374
0.14,0.76,1.7935
0.5,0.4,2.0601
0,0.23,1.2843
0.12,0.01,1.1139
0.89,0.5,2.8262
0.24,0.03,1.1887
0.52,0.71,2.3774
1,0.84,3.5463
0.33,0.28,1.616
0.95,0.1,2.7183
0.51,0.89,2.5394
0.62,0.36,2.2525
0.26,0.74,2.0509
0.04,0.46,1.4652
0.59,0.24,2.0252
0.06,0.66,1.6548
0.77,0.42,2.5123
0.74,0.25,2.3631
0.94,0.32,2.8857
0.58,0.95,2.7725
0.8,0.55,2.8149
0.45,0.1,1.6923
0.38,0.69,2.1732
0.41,0.38,1.8171
0.39,0.67,2.1388
0.06,0.02,1.1216
0.97,0,2.628
0.2,0.93,2.1564
0.08,0.73,1.8218
0.85,0.8,3.214
0.77,0.76,2.9242
0.23,0.63,1.8767
0.2,0.63,1.8413
0.56,0.65,2.3246
0.11,0.09,1.1799
0.04,0.38,1.4626
0.68,0.61,2.6315
0.88,0.75,3.0364
0.96,0.26,2.8971
0.59,0.06,1.8976
0.69,0.31,2.4521
0.22,0.94,2.233
0.39,0.25,1.7783
0.45,0.93,2.4592
0.82,0.26,2.5959
0.12,0,1.1892
0.32,0.51,1.9576
0.81,0.47,2.7404
0,0.82,1.8341
0.28,0.42,1.7289
0.78,0.1,2.3082
0.72,0.12,2.234
0.54,0.57,2.3182
0.33,0.87,2.1992
0.69,0.83,2.8162
0.42,0.81,2.3469
0.57,0.52,2.347
0.46,0.71,2.2838
0.75,0.66,2.8632
0.21,0.99,2.2767
0.45,0.75,2.297
0.64,0.22,2.1381
0.98,0.61,3.2027
1,0.85,3.5533
0.94,0.14,2.7917
0.56,0.11,1.8593
0.57,0.38,2.1154
0.46,0.35,1.9052
0.1,0.94,2.1059
0.44,0.66,2.2153
0.55,0.95,2.6419
0.61,0.94,2.7837
0.64,0.82,2.6767
0.97,0.82,3.4656
0.45,0.01,1.5897
0.97,0.06,2.7161
0.24,0.3,1.5567
0.41,0.28,1.7731
0.9,0.25,2.6604
0.06,0.92,1.9112
0.16,0.09,1.1156
0.53,0.7,2.432
0.68,0.29,2.2932
0.38,0.28,1.8323
0.55,0.32,2.0775
0.1,0.04,1.0504
0.72,0.7,2.7547
0.17,0.06,1.305
0.69,0.85,2.9449
0.99,0.53,3.1465
0.42,0.88,2.4817
0.68,0.64,2.5241
0.33,0.69,2.0879
0.55,0.22,1.9088
0.46,0.21,1.7091
0.96,0.88,3.4509
0.65,0.17,2.0612
0.5,0.15,1.7829
0.28,0.89,2.1984
0.75,0.38,2.5364
0.08,0.87,1.9091
0.4,0.33,1.7973
0.76,0.82,2.9635
0.83,0.19,2.5115
0.5,0.79,2.357
0.84,0.02,2.3131
0.62,0.45,2.2605
0.94,0.52,3.0739
0.04,0.9,1.954
0.45,0.61,2.2465
0.35,0.39,1.7996
0.79,0.65,2.8938
0.08,0.01,1.2127
0.6,0.13,1.9965
0.04,0.63,1.6978
0.58,0.37,2.1735
0.22,0.23,1.4532
0.42,0.87,2.3152
0.79,0.52,2.7486
0.92,0.43,2.9193
0.73,0.74,2.7846
0.51,0.55,2.1391
0.1,0.53,1.6587
0.53,0.52,2.2976
0.34,0.01,1.4553
0.94,0.41,2.8254
0.51,0.45,2.1131
0,0.01,1.0108
0.74,0.48,2.526
0.94,0.43,2.9054
0.79,0.48,2.7006
0.15,0.65,1.8288
0.75,0.52,2.6264
0.01,0.58,1.4972
0.05,0.98,2.1287
0.72,0.95,3.0671
0.06,0.5,1.6327
0.21,0.25,1.5532
0.96,0.01,2.6056
0.84,0.01,2.3975
0.82,0.43,2.7971
0.76,0.13,2.2191
0.3,0.5,2.0095
0.83,0.45,2.6117
0.62,0.89,2.7916
0.23,0.17,1.4581
0.1,0.82,2.0329
0.41,0.19,1.63
0.39,0.01,1.4175
0.29,0.23,1.5346
0.27,0.59,1.9008
0.1,0.65,1.8341
0.92,0.34,2.9123
0.91,0.77,3.27
0.9,0.45,2.8027
0.77,0.63,2.772
0.25,0.85,2.0889
0.83,0.26,2.4299
0.55,0.57,2.2845
0.41,0.22,1.7594
0.04,0.81,1.837
0.71,0.85,2.9524
0.62,0.02,1.8463
0.12,0.45,1.6753
0.76,0.7,2.8129
1,0.58,3.3232
0.68,0.36,2.3396
0.11,0.5,1.5989
0.03,0.75,1.7961
0.47,0.92,2.5131
0.07,0.33,1.4786
0.53,0.22,1.9535
0.8,0.1,2.374
0.24,0.48,1.7851
0.32,0.23,1.5665
0.43,0.38,1.9857
0.8,0.37,2.6016
0.88,0.24,2.6302
0.48,0.63,2.1934
0.3,0.17,1.4253
0.74,0.72,2.8654
0.2,0.59,1.8838
0.93,0.24,2.8007
0.25,0.24,1.514
0.14,0.63,1.6648
0.69,0.93,2.9913
0.88,0.93,3.3678
1,0.95,3.6939
0.35,0.87,2.2699
0.32,0.4,1.7217
0.67,0.82,2.8393
0.14,0.8,1.9429
0.16,0.13,1.281
0.18,0.5,1.7599
0.75,0.59,2.6231
0.33,0.57,2.0607
0.46,0.64,2.2723
0.58,0.7,2.4924
0.78,0.14,2.2964
0.59,0.71,2.4559
0.32,0.09,1.4886
0.24,0.67,1.8569
0.28,0.05,1.429
0.91,0.21,2.6261
0.67,0.43,2.404
0.69,0.35,2.3027
0.4,0.58,2.0269
0.29,0.89,2.2035
0.49,0.56,2.1979
0.66,0.91,2.8169
0.84,0.09,2.3668
0.36,0.23,1.615
0.43,0.68,2.2035
0.15,0.57,1.8124
0.64,0.51,2.4227
0.89,0.93,3.3413
0.86,0.16,2.4946
0.7,0.85,2.7504
0.06,0.1,1.1422
0.81,0.88,3.142
0.46,0.69,2.2292
0.34,0.22,1.6166
0.08,0.55,1.6184
0.35,0.49,1.9909
0.5,0.72,2.3743
0.68,0.26,2.2448
0.6,0.66,2.5504
0.67,0.86,2.7613
0.54,0.35,2.1454
0.15,0.9,2.081
0.53,0.94,2.5985
0.68,0.13,2.0221
0.47,0.07,1.6389
0.37,0.42,1.7612
0.84,0.55,2.9445
0.46,0.63,2.238
0.06,0.71,1.7823
0.92,0.18,2.7214
0.08,0.24,1.2351
0.54,0,1.7502
0.53,0.6,2.3375
0.12,0.64,1.7689
0.73,0.62,2.7815
0.61,0.3,2.1023
0.77,0.08,2.1875
0.39,0.03,1.506
0.15,0.59,1.6287
0,0.41,1.3838
0.43,0.11,1.6152
0.61,0.28,2.2449
0.52,0.79,2.4511
0.88,0.79,3.1843
0.59,0.77,2.6325
0.08,0.12,1.216
0.35,0.78,2.2043
0.01,0.47,1.5243
0.19,0.55,1.675
0.49,0.08,1.7672
0.85,0.87,3.2294
0.09,0.16,1.3156
0.19,0.85,2.1742
0.82,0.16,2.4559
0.06,0.78,1.8321
0.03,1,2.038
0.89,0.95,3.43
0.01,0.72,1.723
0.28,0.28,1.7551
0.69,0.32,2.2912
0.44,0.99,2.3732
0.65,0.03,1.9818
0.43,0.51,2.0534
0.38,0.66,2.0921
0.66,0.71,2.7032
0.41,0.34,1.8939
0.23,0.81,1.9913
0.84,0,2.3411
0.31,0.07,1.4839
0.3,0.92,2.3236
0.84,0.38,2.7035
0.88,0.2,2.5237
0.73,0.22,2.3023
0.66,0.05,1.8706
0.81,0.15,2.3735
0.86,0.76,3.1567
0.46,0.33,1.915
0.01,0.05,0.99086
0.15,0.2,1.3273
0.2,0.42,1.7438
0.66,0.32,2.274
0.64,0.02,1.9356
0.85,0.86,3.2044
0.65,0.94,2.8117
0.07,0.88,1.9981
0.95,0.8,3.3951
0.48,0.15,1.7991
0.76,0.67,2.6898
0.09,0.52,1.6275
0.21,0.19,1.4167
0.19,0.77,2.0133
0.45,0.79,2.4114
0.91,0.46,2.847
0.11,0.54,1.6854
0.24,0.7,1.9978
0.17,0.8,1.9693
0.5,0.27,2.0848
0.95,0.37,2.9042
0.02,0.95,1.9035
0.36,0.73,2.0969
0.51,0.28,1.9961
0.55,0,1.7623
0.22,1,2.3014
0.91,0.61,3.0338
0.9,0.89,3.3979
0.06,0.73,1.7933
0.24,0.51,1.7163
0.57,0.71,2.5039
0.96,0.12,2.7807
0.21,0.68,1.9922
0.92,0.6,3.0974
0.9,0.34,2.7948
0.82,0.49,2.8386
0.53,0.12,1.9149
0.03,0.74,1.8681
0.61,0.19,1.9383
0.15,0.27,1.4479
0.93,0.68,3.1888
0.24,0.87,2.1632
0.38,0.01,1.5149
0.5,0.77,2.3874
0.77,0.52,2.7135
0.38,0.32,1.6648
0.83,0.57,2.7431
0.01,0.16,1.2575
0.06,0.17,1.1633
0.39,0.12,1.6292
0.19,0.73,1.9754
0.95,0.87,3.4324
0.19,0.17,1.2787
0.09,0.66,1.7697
0.48,0.7,2.2265
0.18,0.16,1.3403
0.32,0.73,2.0335
0.83,0.34,2.6903
0.72,0.09,2.0925
0.94,0.04,2.545
0.24,0.76,2.0332
0.8,0.84,3.0301
0.38,0.53,1.9796
0.44,0.2,1.7236
0.65,0.47,2.4908
0.65,0.58,2.4143
0.18,0.92,2.0629
0.24,0.29,1.5686
1,0,2.639
0.57,0.72,2.5158
0.08,0.48,1.6099
0.69,0.39,2.2789
0.29,0.49,1.7462
0.16,0.23,1.3523
0.63,0.96,2.7196
0.39,0.05,1.6429
0.67,0.94,2.9898
0.2,0.57,1.8203
0.93,0.55,3.0562
0.93,0.06,2.5944
0.71,0.22,2.1878
0.4,0.62,2.088
0.82,0.82,3.025
0.96,0,2.524
0.85,0.64,3.0861
0.56,0.67,2.4276
0.4,0.77,2.2528
0.61,0.13,1.9895
0.32,0.37,1.7602
0.76,0.4,2.5524
0.45,0.46,2.1117
0.98,0.54,3.1858
0.09,0.46,1.6433
0.47,0.27,1.8493
0.99,0.97,3.7676
0.02,0.77,1.6909
0.02,0.83,1.833
0.51,0.43,2.0963
0.4,0.36,1.8218
0.93,0.45,3.0394
0.88,0.6,2.9162
0.64,0.99,2.8736
0.87,0.09,2.4851
0.02,0.25,1.347
0.35,0.91,2.3411
0.46,0.91,2.4097
0.99,0.15,2.8383
0.14,0.66,1.9306
0.92,0.46,2.9452
0.86,0.92,3.2297
0.53,0.72,2.3204
0.74,0.35,2.3878
0.96,0.31,2.98
0.57,0.21,1.9495
0.09,0.58,1.7065
0.76,0.95,3.0286
0.79,0.68,2.8886
0.96,0.1,2.7436
0.7,0.77,2.9252
0.04,0.12,1.2083
0.26,0.67,1.9988
0.64,0.48,2.3246
0.84,0.03,2.3416
0.95,0.21,2.7705
0.04,0.1,1.0519
0.29,0.28,1.614
0.38,0.13,1.6439
0.34,0.68,2.0528
0.97,0.25,2.9772
0.43,0.45,1.9476
0.34,0.66,2.1225
0.81,0.03,2.2796
0.78,1,3.2055
0.61,0.49,2.3363
0.22,0.09,1.2621
0.73,0.15,2.2117
0.85,0.15,2.5043
0.25,0.74,2.0309
0.71,0.14,2.1525
0.42,0.48,1.9656
0.14,0.31,1.3958
0.32,0.78,2.103
0.69,0.56,2.549
0.95,0.15,2.7183
0.05,0.32,1.3578
0.97,0.46,3.1672
0.27,0.18,1.5309
0.84,0.19,2.4423
0.35,0.25,1.6613
0.14,0.16,1.3244
0.05,0.63,1.6531
0.7,0.37,2.3475
0.04,0.85,1.829
0.61,0.82,2.6898
0.6,0.05,1.9185
0.97,0.96,3.606
0.47,0.08,1.5764
0.54,0.67,2.3723
0.03,0.92,1.9734
0.15,0.5,1.6787
0.91,0.29,2.7304
0.63,0.8,2.745
0.99,0.7,3.3553
0.17,0.59,1.7484
0.49,0.19,1.8331
0.58,0.67,2.4226
0.71,0.46,2.5152
0.4,0.16,1.6567
0.92,1,3.3613
0.09,0.53,1.5396
0.19,0.91,2.0945
0.82,0.71,2.8958
0.01,0.33,1.2548
0.37,0.98,2.3565
0.82,0.38,2.6247
0.58,0.76,2.5346
0.17,0.09,1.3101
0.31,0.47,1.8019
0.44,0.8,2.3284
0,0.42,1.4291
0.68,0.24,2.3603
0.31,0.98,2.337
0.99,0.71,3.432
0.74,0.51,2.668
0.05,0.71,1.7619
0.33,0.59,2.0282
0.55,0.41,2.2155
0.85,0.9,3.2359
0.89,0.78,3.2054
0.09,0.77,1.8717
0.92,0.62,3.1224
0.99,0.94,3.6811
0.4,0.79,2.2122
0.7,0.75,2.7616
0.13,0.72,1.9015
0.17,0.42,1.5817
0.7,0.61,2.6575
0.66,0.21,2.1734
0.66,0.79,2.6633
0.53,0.39,2.1357
0.53,0.55,2.2813
0.79,0.46,2.6426
0.03,0.86,1.8945
0.24,0.43,1.7414
0.1,0.52,1.6854
0.43,0.87,2.4436
0.64,0.37,2.3241
0.21,0.78,2.0416
0.32,0.05,1.5111
0.21,0.12,1.3671
0.88,0.98,3.3325
0.98,0.95,3.7219
0.45,0.68,2.3113
0.61,0.67,2.5133
0.9,0.65,3.0858
0.59,0.01,1.8628
0.98,0.46,3.0126
0.36,0,1.4231
0.39,0.71,2.1795
0.56,0.21,2.0073
0.23,0.71,1.9851
0.42,0.28,1.8838
0.48,0.03,1.6972
0.59,0.98,2.8353
0.85,0.26,2.5815
0.73,0.53,2.639
0.32,0.11,1.515
0.67,0.4,2.4155
0.34,0.83,2.2255
0.47,0.88,2.4762
0.8,0.19,2.4062
0.37,0.41,1.9057
0.81,0.49,2.6899
0.54,0.02,1.7948
0.67,0.34,2.308
0.35,0.41,1.8344
0.88,0.81,3.2069
0.58,0,1.8096
0.79,0.77,3.0344
0.12,0.56,1.7154
0.2,0.92,2.1304
0.52,0.06,1.6516
0.57,0.48,2.2523
0.2,0.58,1.9278
0.11,0.04,1.1844
0.93,0.19,2.7878
0.13,0.67,1.839
0.2,0.48,1.583
0.62,0.23,2.0272
0.01,0.21,1.279
0.27,0.91,2.2233
0.62,0.8,2.691
0.73,0.17,2.2529
0.51,0.05,1.7073
0.39,0.48,1.9661
0.02,0.45,1.5174
0.47,0.95,2.5844
0.12,0.3,1.4339
0.14,0.28,1.3927
0.4,0.32,1.718
0.39,0.56,2.0406
0.13,0.23,1.3817
0.33,0.38,1.7777
0.08,0.54,1.666
0.52,0.21,1.9361
0.26,0.64,1.8984
0.79,0.59,2.8406
0.65,0.53,2.3642
1,0.45,3.133
0.47,0.33,1.9
0.73,0.89,3.0782
0.31,1,2.4037
0.53,0,1.7632
0.74,0.27,2.3968
0.98,0.68,3.2282
0.31,0.36,1.8321
0.45,0.53,2.0808
1,0.15,2.9159
0.24,0.47,1.7327
0.15,0.37,1.4659
0.6,0.49,2.303
0.13,0.71,1.8609
0.07,0.42,1.4273
0.74,0.01,2.1444
0.4,0.97,2.4164
0.91,0.98,3.5073
0.5,1,2.7047
0.55,0.71,2.4974
0.63,0.19,2.0706
0.72,0.83,2.8031
0.77,0.75,3.0399
0.19,0.58,1.761
0.52,0,1.5911
0.62,0.38,2.2106
0.69,0.41,2.4269
0.79,0.17,2.3136
0.31,0.67,1.983
0.14,0.38,1.5053
0.38,0.88,2.3979
0.66,0.14,2.0331
0.58,0.16,1.916
0.58,0.51,2.3262
0.94,0.99,3.6223
1,0.57,3.4245
0.51,0.01,1.646
0.78,0.58,2.6726
0.09,0.21,1.2511
0.81,0.1,2.3448
0.02,0.97,2.0797
0.71,0.5,2.5404
0.54,0.73,2.5115
0.62,0.35,2.2063
0.48,0.93,2.5556
0.71,0.38,2.4558
0.52,0.76,2.3812
0.09,0.51,1.6097
0.93,0.57,3.1609
0.32,0.01,1.3109
0.87,0.97,3.2852
0.03,0.56,1.6288
1,0.74,3.3165
0.51,0.81,2.5279
0.5,0.93,2.5511
0.61,0.33,2.2291
0.95,0.91,3.4584
0.08,0.69,1.7318
0.43,0.33,1.7728
0.59,0.83,2.6573
0.71,0.23,2.3404
0.41,0.27,1.7468
0.25,0.26,1.5274
0.59,0.21,1.9913
0.26,0.47,1.7952
0.78,0.21,2.3805
0.91,0,2.4704
0.9,0.69,3.1818
0.33,0.77,2.1027
0.04,0.23,1.251
0.29,0.73,2.0826
0.88,0.59,2.8163
0.16,0.41,1.5434
0.29,0.02,1.3867
0.44,0.31,1.8697
0.87,0.03,2.3208
0.51,0.96,2.5417
0.41,0.43,1.9004
0.66,0.11,1.9507
0.17,0.3,1.4393
0.51,0.71,2.4772
0.96,0.42,3.0855
0.39,0.95,2.4767
0.83,0.53,2.8545
0.03,0.03,1.0196
0.13,0.84,2.0601
0.42,0.79,2.2925
0.09,0.54,1.6393
0.56,0.02,1.7695
0.18,0.68,1.9475
0.8,0.57,2.8211
0.75,1,3.0599
0.54,0.6,2.3418
0.27,0.28,1.6717
0.35,0.9,2.3749
0.7,0.9,2.8482
0.42,0.03,1.4848
0.45,0.29,1.8573
0.47,0.52,2.2249
0.27,0.99,2.2828
0.86,0.3,2.6759
0.98,0.67,3.2718
0.68,0.52,2.5367
0.68,0.75,2.589
0.33,0.99,2.3553
0.68,0.84,2.9218
0.24,0.99,2.2953
0.73,0.07,2.0819
0.76,0.68,2.815
0.85,0.4,2.7231
0.22,0.11,1.3816
0.37,0.33,1.8342
0.25,0.93,2.2737
0.82,0.92,3.1283
0.52,0.78,2.4646
0.46,0.41,1.9763
0.63,0.17,2.0829
0.75,0.6,2.7495
0.11,0.34,1.5135
0.81,0.79,2.9608
0.87,0.68,3.0209
0.28,0.74,2.1088
0.37,0.6,1.9848
0.87,0.49,2.9606
0.37,0.69,2.0324
0.67,0.55,2.5804
0.82,0.87,3.1169
0.63,0.14,1.9124
0.33,0.78,2.2806
0.2,0.02,1.2638
0.61,0.01,1.9035
0.6,0.47,2.3283
0.59,0.55,2.4776
0.74,0.32,2.3158
0.77,0.58,2.7756
0.13,0.54,1.6633
0.04,0.21,1.3682
0.77,0.89,3.1752
0.58,0.04,1.7468
0.91,0.2,2.6981
0.73,0.94,2.9635
0.25,0.29,1.4873
0.68,0.62,2.6502
0.12,0.08,1.2357
0.68,0.82,2.9071
0.97,0.73,3.3246
0.18,0.75,2.0489
0.12,0.57,1.6264
0.22,0.18,1.359
0.35,0.54,2.007
0.37,0.19,1.6022
0.11,0.93,2.0193
0.08,0.37,1.4501
0.04,0.76,1.7536
0.39,0.22,1.5904
0.45,0.42,2.0024
0.86,1,3.2927
0.28,0.67,2.1057
0.81,0.53,2.6991
0.41,0.64,2.0382
0.61,0.57,2.3206
0.93,0.85,3.3404
0.24,0.9,2.2891
0.45,0.44,2.0196
0.42,0.94,2.5103
0.1,1,2.1755
0.45,0.85,2.3896
0.4,0.83,2.3068
0.7,0.72,2.7462
0.54,0.42,2.1831
0,0.1,1.0357
0.05,0.38,1.4169
0.92,0.54,3.046
0.72,0.26,2.3453
0.07,0.59,1.6588
0.1,0.67,1.727
0.45,1,2.6026
0.83,0.93,3.3671
0.81,0.39,2.5948
0.11,0.55,1.5611
0.43,0.54,2.02
0.34,0.84,2.311
0,0.33,1.3975
0.17,0.77,1.9233
0.37,0.78,2.2066
0.85,0.78,3.1589
0.16,0.7,1.8494
0.67,0.08,2.0127
0.3,0.36,1.6855
0.63,0.11,1.9983
0.37,0.79,2.1978
0.72,0.5,2.5284
0.6,0.62,2.5253
0.93,0.66,3.2366
0.59,0.69,2.4523
0.48,0.02,1.7202
0.87,0.17,2.4816
0.4,0.51,1.9584
0.21,0.6,1.7773
0.51,0.22,2.0023
0.82,0.51,2.7861
0.38,0.81,2.2701
0.12,0.49,1.5855
0.11,0.92,2.08
0.38,0.91,2.4068
0.49,0.9,2.519
0.86,0.02,2.3286
0.28,0.83,2.1305
0.29,0.8,2.2206
0.77,0.31,2.4265
0.55,0.43,2.1407
0.26,0.45,1.8269
0.19,0.24,1.4862
0.23,0.77,1.9932
0.12,0.12,1.2739
0.33,0.85,2.2705
0.2,0.98,2.223
0.48,0.41,1.9875
0.12,0.51,1.6307
0.98,0.72,3.4176
0.65,0.54,2.437
0.09,0.12,1.2507
0.12,0.38,1.5086
0.27,0.08,1.3526
0.23,0.95,2.1573
0.2,0.28,1.3254
0.6,0.84,2.5947
0.94,0.17,2.7508
0.32,0.28,1.6909
0.47,0.55,2.1928
0.78,0.83,2.8934
0.26,0.32,1.6007
0.44,0.15,1.7142
0.94,0.85,3.4583
0.04,0.04,1.0677
0.32,0.86,2.2519
0.48,0.56,2.1553
0.3,0.84,2.1922
0.13,0.21,1.4098
0.46,0.84,2.3834
0.56,0.4,2.2811
0.85,0.89,3.2391
0.61,0.07,1.8953
0.24,0.89,2.2698
0.66,0.86,2.7109
0.26,0.39,1.6991
0.16,0.98,2.1887
0.08,0.61,1.7472
0.68,0.02,1.9968
0.51,0.13,1.7611
0.24,0.09,1.4713
0.46,0.15,1.7801
0.98,0.99,3.631
0.8,0.47,2.7333
0.33,0.83,2.1759
0.86,0.35,2.6599
0.68,0.15,2.0562
0.38,0.71,2.0696
0.35,0.35,1.8016
0.23,0.27,1.5267
0.14,0.42,1.5674
0.06,0.48,1.549
0.96,0.67,3.2622
0.23,0.94,2.1774
0.21,0.66,2.005
0.91,0.24,2.796
0.49,0.87,2.5376
0.22,0.03,1.1699
0.97,0.78,3.4609
